id,address,area,bedrooms,postal_code,posting_date,price,property_type,rooms,sale_date,url,year_built
1123,P. Hans Frankfurthersingel 240,183,5,1060 TP,16-9-2015,450000,house,6,5-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49590969-p-hans-frankfurthersingel-240/,2003
1124,Ennemaborg 91,71,2,1082 SM,28-4-2016,250000,apartment,3,17-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49725851-ennemaborg-91/,1960
1125,Emmeline Pankhurststraat 25,85,2,1103 MN,1-4-2016,160000,apartment,3,17-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49798132-emmeline-pankhurststraat-25/,1999
1126,Marguerite Yourcenarstraat 23,103,3,1102 AJ,21-4-2015,199000,house,4,3-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49457378-marguerite-yourcenarstraat-23/,1991
1127,Lederambachtstraat 100,80,2,1069 HK,22-3-2016,170000,apartment,3,3-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49786445-lederambachtstraat-100/,1963
1128,Lange Leidsedwarsstraat 133 -II,40,1,1017 NK,16-3-2016,289000,apartment,2,26-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49777241-lange-leidsedwarsstraat-133-ii/,1720
1129,Dusartstraat 26 hs,70,2,1072 HS,24-5-2016,395000,apartment,3,10-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49744893-dusartstraat-26-hs/,1900
1130,Nieuwe Keizersgracht 41 III,142,3,1018 VC,2-6-2016,1100,apartment,4,13-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49875593-nieuwe-keizersgracht-41-iii/,1735
1131,Willem de Zwijgerlaan 98 -bel,50,2,1056 JT,11-5-2016,199000,apartment,3,19-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49739907-willem-de-zwijgerlaan-98-bel/,1938
1132,Schermerstraat 25,68,3,1023 AH,16-4-2016,275000,house,4,19-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49715582-schermerstraat-25/,1927
1133,Van Ostadestraat 365 1,46,1,1074 VW,4-3-2016,239000,apartment,2,31-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49767934-van-ostadestraat-365-1/,1906
1134,Hofmeyrstraat 2 -E,78,2,1091 LZ,28-5-2016,239000,apartment,3,10-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49860958-hofmeyrstraat-2-e/,1981
1135,Bilderdijkstraat 202 III,33,1,1053 LE,15-4-2016,200000,apartment,2,12-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49704555-bilderdijkstraat-202-iii/,1883
1136,Gerrit van der Veenstraat 167 hs,157,4,1077 EA,10-5-2016,1150,apartment,6,27-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49738492-gerrit-van-der-veenstraat-167-hs/,1927
1137,Nassaukade 316 -2,79,2,1053 LS,26-2-2016,419000,apartment,3,11-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49750487-nassaukade-316-2/,1910
1138,Gibraltarstraat 56 huis,63,2,1055 NR,5-3-2016,250000,apartment,3,29-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49767557-gibraltarstraat-56-huis/,1936
1139,Heer Halewijnstraat 16 III,50,2,1055 SR,7-5-2016,215000,apartment,3,23-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49736673-heer-halewijnstraat-16-iii/,1939
1140,Juliana van Stolbergstraat 30 hs,68,2,1055 RM,14-4-2016,265000,apartment,3,20-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49702374-juliana-van-stolbergstraat-30-hs/,1934
1141,Johan Schamppad 33,90,4,1106 WT,4-9-2015,199500,house,5,15-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49589559-johan-schamppad-33/,1986
1142,Hestiastraat 71 I,77,2,1076 DK,8-4-2016,350000,apartment,3,26-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49794732-hestiastraat-71-i/,1906
1143,Crynssenstraat 60 hs,69,2,1058 XZ,7-5-2016,385000,apartment,3,23-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49736959-crynssenstraat-60-hs/,1927
1144,Nes 35 III,54,2,1012 KC,29-4-2016,299000,apartment,3,10-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49727009-nes-35-iii/,1906
1145,IJburglaan 579,173,3,1087 BS,25-5-2016,444000,apartment,4,10-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49743762-ijburglaan-579/,2005
1146,Kometensingel 35,70,2,1033 BA,24-3-2016,220000,house,3,15-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49780698-kometensingel-35/,1906
1147,Keizersgracht 223 A,351,4,1016 DV,21-5-2016,2995,apartment,7,6-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49742544-keizersgracht-223-a/,1620
1148,IJburglaan 579 P,173,3,1087 BS,25-5-2016,469000,apartment,4,10-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49743773-ijburglaan-579-p/,2005
1149,Pieter Langendijkstraat 24 I,49,1,1054 ZB,6-5-2016,239500,apartment,2,1-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49726828-pieter-langendijkstraat-24-i/,1906
1150,Minahassastraat 58,90,3,1094 SB,9-3-2016,275000,apartment,4,8-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49761898-minahassastraat-58/,1987
1151,Nederhoven 14,112,4,1083 AN,16-3-2016,479000,house,5,3-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49779315-nederhoven-14/,1962
1152,Amstelveenseweg 155 3,132,4,1075 XA,27-1-2016,794000,apartment,5,15-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49626384-amstelveenseweg-155-3/,1906
1153,Hogeweg 41 II,56,1,1098 BX,5-3-2016,275000,apartment,2,17-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49765343-hogeweg-41-ii/,1904
1154,Rooseveltlaan 76 huis,102,3,1078 NM,28-5-2016,625000,apartment,4,9-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49860942-rooseveltlaan-76-huis/,1931
1155,Weesperzijde 40,122,3,1091 EE,29-4-2016,875000,apartment,4,8-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49728339-weesperzijde-40/,1887
1156,Van Baerlestraat 152 II-III,151,4,1071 BG,23-4-2016,1050,apartment,5,19-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49714716-van-baerlestraat-152-ii-iii/,1888
1157,Huidenstraat 16 I,63,1,1016 ES,19-4-2016,399000,apartment,2,4-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49717741-huidenstraat-16-i/,1906
1158,Nassaukade 112 HS,172,2,1052 EA,12-4-2016,900000,apartment,6,29-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49700576-nassaukade-112-hs/,1906
1159,Lutmastraat 143 D,49,1,1073 GV,12-3-2016,225000,apartment,2,21-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49777452-lutmastraat-143-d/,1989
1160,J.J. Cremerplein 10 III+IV,63,2,1054 TK,30-4-2016,450000,apartment,3,30-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49720175-jj-cremerplein-10-iii-iv/,1906
1161,Johannes Verhulststraat 72 -2,189,5,1071 NJ,27-5-2016,1095,apartment,6,9-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49867987-johannes-verhulststraat-72-2/,1902
1162,Zoutkeetsgracht 260,47,1,1013 LC,8-4-2016,225000,apartment,2,18-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49706118-zoutkeetsgracht-260/,1971
1163,Hertspieghelweg 76 huis,84,2,1055 KS,19-4-2016,325000,apartment,3,11-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49717942-hertspieghelweg-76-huis/,1950
1164,Esmoreitstraat 16 II,52,2,1055 CE,23-4-2016,219000,apartment,3,11-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49714563-esmoreitstraat-16-ii/,1931
1165,Poederooienstraat 83,41,1,1106 CG,17-4-2016,99000,apartment,2,12-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49715001-poederooienstraat-83/,1982
1166,De Rijpgracht 39 II,60,1,1056 XR,28-4-2016,250000,apartment,3,11-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49725647-de-rijpgracht-39-ii/,1931
1167,Bickersgracht 56 -I,41,1,1013 LG,28-5-2016,235000,apartment,2,15-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49860150-bickersgracht-56-i/,1906
1168,Vechtstraat 121 II,97,3,1079 JD,9-4-2016,475000,apartment,4,30-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49707914-vechtstraat-121-ii/,1930
1169,Achillesstraat 122 II,77,2,1076 RJ,5-5-2016,400000,apartment,3,12-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49735429-achillesstraat-122-ii/,1930
1170,Bestevâerstraat 129 III,51,1,1056 HL,21-5-2016,225000,apartment,2,9-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49740992-bestevaerstraat-129-iii/,1906
1171,Argonautenstraat 40 I,65,2,1076 KR,19-5-2016,295000,apartment,3,14-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49748741-argonautenstraat-40-i/,1930
1172,Kerkstraat 84 -D,67,2,1017 GN,14-5-2016,375000,apartment,3,15-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49734389-kerkstraat-84-d/,1991
1173,Sumatrakade 1397,132,3,1019 RP,9-3-2016,625000,apartment,4,26-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49761988-sumatrakade-1397/,1996
1174,Da Costastraat 65 -I,43,1,1053 ZE,21-4-2016,230000,apartment,2,6-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49710856-da-costastraat-65-i/,1890
1175,Tweede Helmersstraat 9 hs,75,2,1054 CA,21-5-2016,399000,apartment,5,15-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49742215-tweede-helmersstraat-9-hs/,1906
1176,Kromme Waal 16 A,73,1,1011 BS,31-5-2016,399000,apartment,2,7-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85226254-kromme-waal-16-a/,1775
1177,Baden Powellweg 16 E,120,4,1069 KW,12-2-2016,270000,apartment,5,10-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85000067-baden-powellweg-16-e/,2006
1178,Kinkerstraat 362 II,45,2,1053 GG,27-5-2016,235000,apartment,3,9-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49869643-kinkerstraat-362-ii/,1906
1179,Vincent van Goghstraat 173,48,1,1072 KZ,5-6-2016,225000,apartment,2,10-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85233531-vincent-van-goghstraat-173/,1923
1180,Vechtstraat 67 3,73,1,1079 JA,15-4-2016,350000,apartment,2,27-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85168949-vechtstraat-67-3/,1922
1181,Jacques Veltmanstraat 26 -III,57,2,1065 EJ,29-4-2016,169500,apartment,3,19-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49727383-jacques-veltmanstraat-26-iii/,1955
1182,Ladogameerhof 164,69,2,1060 RE,16-4-2016,175000,apartment,3,13-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49704028-ladogameerhof-164/,1991
1183,Admiraal De Ruijterweg 287 -IV,81,2,1055 LW,9-4-2016,375000,apartment,3,28-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49706362-admiraal-de-ruijterweg-287-iv/,1922
1184,Bernissestraat 2 B,50,1,1079 ZW,2-6-2016,250000,apartment,2,16-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49864445-bernissestraat-2-b/,2008
1185,Biesboschstraat 20 III+IV,150,3,1078 MS,4-5-2016,575000,apartment,4,19-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49723860-biesboschstraat-20-iii-iv/,1906
1186,Saskia van Uijlenburgkade 158,166,3,1058 GA,13-4-2016,650000,apartment,4,12-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49700685-saskia-van-uijlenburgkade-158/,2011
1187,Lou Jansenplein 45 Hs,70,2,1063 GV,13-2-2016,175000,apartment,3,20-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49647150-lou-jansenplein-45-hs/,1958
1188,Govert Flinckstraat 360 huis,190,3,1074 CG,7-3-2016,1200,apartment,5,17-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49769134-govert-flinckstraat-360-huis/,1884
1189,Columbusplein 12 II,54,2,1057 TZ,19-4-2016,239000,apartment,3,19-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49718746-columbusplein-12-ii/,1930
1190,Slangenburg 93,88,2,1082 JV,25-5-2016,365000,apartment,3,7-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49855904-slangenburg-93/,1963
1191,Nijenburg 47,82,2,1081 GD,21-5-2016,275000,apartment,3,6-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49741015-nijenburg-47/,1960
1192,Burgemeester Hogguerstraat 987,78,3,1064 EE,16-4-2016,169500,apartment,4,16-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49716141-burgemeester-hogguerstraat-987/,1966
1193,Nachtwachtlaan 104,58,1,1058 EC,14-4-2016,190000,apartment,2,10-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49702880-nachtwachtlaan-104/,1968
1194,Prinsengracht 729 C,130,2,1017 JX,3-5-2015,875000,apartment,4,11-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49467398-prinsengracht-729-c/,1840
1195,Albert Cuypstraat 103 5v,24,1,1072 CR,13-4-2016,170000,apartment,1,23-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49701086-albert-cuypstraat-103-5v/,1906
1196,Lomanstraat 22 /H,133,3,1075 RB,13-4-2016,895000,apartment,5,26-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49709209-lomanstraat-22-h/,1906
1197,Admiralengracht 156 I,57,2,1057 GH,23-4-2016,215000,apartment,3,19-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49714492-admiralengracht-156-i/,1924
1198,Ottho Heldringstraat 27 V,108,3,1066 XT,23-1-2016,349000,apartment,4,9-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49614302-ottho-heldringstraat-27-v/,2010
1199,Derkinderenstraat 202,87,2,1061 VX,22-4-2016,250000,apartment,3,17-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49712808-derkinderenstraat-202/,2009
1200,Joan Melchior Kemperstraat 121 -II,43,1,1051 TN,3-6-2016,199000,apartment,2,13-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49876652-joan-melchior-kemperstraat-121-ii/,1906
1201,Staringstraat 10 IV,56,1,1054 VP,28-5-2016,265000,apartment,2,13-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49860801-staringstraat-10-iv/,1903
1202,Westlandgracht 107 II,67,1,1058 TS,18-5-2016,335000,apartment,2,1-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49746496-westlandgracht-107-ii/,1933
1203,Admiraal De Ruijterweg 258 -II,69,2,1055 MP,8-4-2016,300000,apartment,3,28-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49706133-admiraal-de-ruijterweg-258-ii/,1922
1204,Aalsmeerweg 25 I,55,1,1059 AB,23-3-2016,269000,apartment,2,12-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49788533-aalsmeerweg-25-i/,1928
1205,Sluisstraat 30 hs,88,2,1075 TG,31-5-2016,549000,apartment,3,10-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49862768-sluisstraat-30-hs/,1906
1206,Minervalaan 81 III,128,3,1077 NT,5-4-2016,795000,apartment,5,17-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49792638-minervalaan-81-iii/,1931
1207,Vincent van Goghstraat 32 -C,91,4,1072 KP,28-5-2016,475000,apartment,5,13-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49860031-vincent-van-goghstraat-32-c/,1922
1208,Ruyschstraat 345 HS,60,1,1091 MR,6-4-2016,290000,apartment,2,26-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49792793-ruyschstraat-345-hs/,1906
1209,Loosduinenstraat 17,108,2,1062 EG,5-5-2016,350000,apartment,3,1-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49722392-loosduinenstraat-17/,2010
1210,Bestevâerstraat 101 -III,48,1,1056 HL,21-4-2016,200000,apartment,2,9-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49710593-bestevaerstraat-101-iii/,1926
1211,Jacob van Lennepkade 320 IV,61,1,1053 NH,11-3-2016,325000,apartment,3,30-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49764936-jacob-van-lennepkade-320-iv/,1903
1212,Jan Evertsenstraat 627,89,3,1061 XZ,23-4-2016,260000,apartment,4,19-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49714675-jan-evertsenstraat-627/,2008
1213,Gouden Leeuw 111,54,1,1103 KA,7-3-2015,115000,apartment,2,9-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-48308588-gouden-leeuw-111/,1974
1214,Merlijnstraat 16 -II,57,3,1055 DE,11-5-2016,200000,apartment,4,13-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49738627-merlijnstraat-16-ii/,1939
1215,Weteringstraat 45 I,33,1,1017 SM,17-3-2016,232500,apartment,1,10-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49770821-weteringstraat-45-i/,1906
1216,Lijnbaansgracht 157,123,3,1016 VX,21-5-2016,650000,apartment,6,13-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49740911-lijnbaansgracht-157/,1906
1217,Confuciusplein 25,86,3,1064 LG,22-1-2016,199000,apartment,4,16-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49613990-confuciusplein-25/,2008
1218,Dilsenstraat 49,100,4,1066 KA,26-4-2016,315000,house,5,26-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49725500-dilsenstraat-49/,1991
1219,Tintorettostraat 23 HS,128,2,1077 RP,21-5-2016,925000,apartment,4,9-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49742000-tintorettostraat-23-hs/,1935
1220,Polanenstraat 64,101,3,1013 WB,16-3-2016,435000,apartment,4,29-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49779160-polanenstraat-64/,1921
1221,Ruimzicht 177,98,2,1068 CT,18-9-2015,195000,apartment,3,13-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49593909-ruimzicht-177/,1967
1222,Van Oldenbarneveldtstraat 16 III,77,2,1052 KA,18-5-2016,395000,apartment,5,2-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49747416-van-oldenbarneveldtstraat-16-iii/,1893
1223,IJburglaan 755 +pp,85,2,1087 CH,16-4-2016,285000,apartment,3,22-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85170017-ijburglaan-755-pp/,2007
1224,Herengracht 455 -F,79,2,1017 BS,16-4-2016,600000,apartment,3,6-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49703951-herengracht-455-f/,1906
1225,Kalverstraat 218 D,79,2,1012 XJ,28-5-2016,499000,apartment,3,7-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49860950-kalverstraat-218-d/,1997
1226,Nachtwachtlaan 40,98,3,1058 EB,30-3-2016,300000,apartment,4,26-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49796154-nachtwachtlaan-40/,1970
1227,Geelbekstraat 1,110,2,1102 SM,19-4-2016,169000,apartment,3,6-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49717788-geelbekstraat-1/,1998
1228,Wilhelminastraat 117 -bov,100,2,1054 WB,6-4-2016,499000,apartment,4,25-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49791302-wilhelminastraat-117-bov/,1906
1229,Curaçaostraat 73 II,68,3,1058 BP,16-5-2016,265000,apartment,4,21-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49745226-curacaostraat-73-ii/,1935
1230,Wagenaarstraat 10 II,62,1,1093 CP,8-4-2016,250000,apartment,2,4-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49794981-wagenaarstraat-10-ii/,1906
1231,Hofwijckstraat 18 II,70,2,1055 GG,9-4-2016,225000,apartment,4,6-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49707042-hofwijckstraat-18-ii/,1945
1232,Admiralengracht 68 I,64,3,1057 GB,3-4-2016,299000,apartment,4,9-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49791849-admiralengracht-68-i/,1906
1233,Pythagorasstraat 12 Hs - 1,170,3,1098 GB,13-5-2016,1000,apartment,7,3-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49730651-pythagorasstraat-12-hs-1/,1928
1234,Emmy Andriessestraat 352,107,2,1087 LS,2-10-2015,319000,apartment,3,3-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49511689-emmy-andriessestraat-352/,2007
1235,Rietwijkerstraat 20 A-1,59,1,1059 XA,13-5-2016,295000,apartment,3,23-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85196980-rietwijkerstraat-20-a-1/,1928
1236,Leusdenhof 290,74,2,1108 DN,13-2-2015,139000,apartment,3,31-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-84749759-leusdenhof-290/,1976
1237,Funenpark 387,87,2,1018 AK,12-3-2016,399000,apartment,3,19-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49777446-funenpark-387/,2007
1238,Prinsengracht 1095,265,6,1017 JH,2-4-2016,2180,house,9,20-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49799833-prinsengracht-1095/,1700
1239,Willem de Zwijgerlaan 193 I,52,2,1056 JN,25-3-2016,225000,apartment,3,4-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49780500-willem-de-zwijgerlaan-193-i/,1938
1240,Mercatorstraat 5 hs,67,2,1056 PW,24-5-2016,200000,apartment,3,30-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49744749-mercatorstraat-5-hs/,1926
1241,Blauwdasstraat 10,98,3,1102 SP,16-10-2015,185000,apartment,5,28-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49524959-blauwdasstraat-10/,1998
1242,Bos en Lommerplantsoen 21 h,29,1,1055 AA,12-5-2016,125000,apartment,1,2-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49730108-bos-en-lommerplantsoen-21-h/,2012
1243,Parnassusweg 12 2,112,3,1076 AN,24-3-2016,500000,apartment,4,4-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49780854-parnassusweg-12-2/,1931
1244,Osdorper Ban 1047,79,2,1069 GA,5-3-2016,225000,apartment,3,17-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49769894-osdorper-ban-1047/,2007
1245,Soembawastraat 150,58,1,1095 XG,18-12-2015,210000,apartment,2,21-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49697127-soembawastraat-150/,1987
1246,Van der Palmkade 83,98,2,1051 RG,21-11-2015,475000,apartment,3,15-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49661609-van-der-palmkade-83/,2001
1247,Esther de Boer-van Rijkstraat 32 Hs,49,1,1065 GN,3-12-2014,189500,apartment,2,8-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-48214945-esther-de-boer-van-rijkstraat-32-hs/,1960
1248,Rietveld Schröderpad 57,83,1,1064 WX,5-2-2016,240000,apartment,3,23-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49630644-rietveld-schroderpad-57/,1997
1249,Chet Bakerstraat 3,126,2,1066 GK,26-1-2016,450000,apartment,3,1-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49625274-chet-bakerstraat-3/,1991
1250,Stadionweg 308 HS,47,1,1076 PJ,6-5-2016,225000,apartment,2,13-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49726369-stadionweg-308-hs/,1930
1251,Haarlemmermeerstraat 39 2,76,2,1058 JN,1-4-2016,325000,apartment,4,13-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49799367-haarlemmermeerstraat-39-2/,1931
1252,Nicolaas Anslijnstraat 42,81,3,1068 WN,1-4-2016,175000,apartment,4,29-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49799300-nicolaas-anslijnstraat-42/,1960
1253,Amsteldijk 55 I,63,1,1074 HX,2-12-2015,290000,apartment,2,24-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49671417-amsteldijk-55-i/,1906
1254,Houdringe 89,76,2,1025 BB,12-3-2016,160000,apartment,3,4-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49775160-houdringe-89/,1967
1255,Eerste Van Swindenstraat 80 D,74,1,1093 GH,16-4-2016,285000,apartment,3,2-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49715622-eerste-van-swindenstraat-80-d/,1986
1256,Oudezijds Voorburgwal 85 IV,68,2,1012 EL,12-4-2016,339500,apartment,3,24-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49700498-oudezijds-voorburgwal-85-iv/,1906
1257,Aalsmeerweg 90 II,62,4,1059 AN,14-4-2016,299000,apartment,5,26-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49701405-aalsmeerweg-90-ii/,1930
1258,Het Hoogt 98,54,1,1025 HC,7-5-2016,150000,apartment,2,19-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49736624-het-hoogt-98/,1969
1259,Andreas Schelfhoutstraat 45 hs,90,1,1058 HS,23-3-2016,500000,apartment,2,3-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49786736-andreas-schelfhoutstraat-45-hs/,1933
1260,Andreas Schelfhoutstraat 45 hs+PP,90,1,1058 HS,23-3-2016,550000,apartment,2,3-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49786737-andreas-schelfhoutstraat-45-hs-pp/,1933
1261,Jan den Haenstraat 17 -II-III,85,2,1055 WB,20-4-2016,395000,apartment,4,3-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49718214-jan-den-haenstraat-17-ii-iii/,1934
1262,Eendrachtstraat 7 -hs,86,2,1078 XV,26-4-2016,500000,apartment,3,5-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49725328-eendrachtstraat-7-hs/,1906
1263,Esplanade de Meer 96,96,3,1098 WN,21-4-2016,345000,apartment,4,10-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49710020-esplanade-de-meer-96/,2002
